R_hMpc,ds_Msun_h_pc2,ds_err_Msun_h_pc2
2.781329,1.509165,0.127691
3.442524,1.256819,0.093787
4.260902,1.030581,0.053042
5.273830,0.820396,0.079586
6.527558,0.732072,0.049462
8.079331,0.591465,0.127878
10.000000,0.619925,0.090402
12.377263,0.500858,0.067822
15.319664,0.370939,0.054796
18.961550,0.364398,0.032352
23.469209,0.294409,0.044022
29.048457,0.253423,0.035567
35.954039,0.204749,0.086207
