rp_hMpc,wp_hMpc,wp_err_hMpc
0.501187,365.271603,63.380778
0.794328,154.556477,48.124234
1.258925,98.373881,2.993667
1.995262,73.942647,1.619037
3.162278,52.443386,3.745657
5.011872,35.882596,0.751975
7.943282,24.809366,0.406684
12.589254,15.653651,0.342133
19.952623,8.905364,0.269839
31.622777,4.359002,0.204309
50.118723,1.869459,0.161137
