R_hMpc,ds_Msun_h_pc2,ds_err_Msun_h_pc2
2.781329,1.764547,0.255383
3.442524,1.181789,0.206332
4.260902,0.954807,0.068196
5.273830,0.967325,0.153051
6.527558,0.781534,0.044516
8.079331,0.631427,0.071931
10.000000,0.568266,0.048430
12.377263,0.459121,0.075647
15.319664,0.451025,0.061118
18.961550,0.364398,0.023838
23.469209,0.283404,0.044022
29.048457,0.277876,0.024452
35.954039,0.224505,0.044002
